Date,Open,High,Low,Close,Adj Close,Volume
2005-02-23,7.077500,7.157500,7.025000,7.110000,6.471649,1212400
2005-02-24,7.117500,7.295000,7.050000,7.242500,6.592253,934000
2005-02-25,7.262500,7.410000,7.127500,7.385000,6.721958,947200
2005-02-28,7.375000,7.375000,7.057500,7.090000,6.453444,1142400
2005-03-01,7.150000,7.537500,7.150000,7.512500,6.838011,1864000
2005-03-02,7.487500,7.500000,7.257500,7.257500,6.605906,976800
2005-03-03,7.287500,7.502500,7.210000,7.487500,6.815256,1242000
2005-03-04,7.530000,7.707500,7.515000,7.600000,6.917656,812400
2005-03-07,7.600000,7.835000,7.550000,7.675000,6.985921,1228400
2005-03-08,7.675000,7.747500,7.412500,7.420000,6.753817,3018000
2005-03-09,7.420000,7.525000,7.325000,7.380000,6.717408,1429200
2005-03-10,7.382500,7.382500,7.240000,7.250000,6.599079,1180400
2005-03-11,7.275000,7.377500,7.195000,7.370000,6.708304,980800
2005-03-14,7.432500,7.562500,7.402500,7.425000,6.758368,883200
2005-03-15,7.487500,7.555000,7.367500,7.367500,6.706030,1094800
2005-03-16,7.370000,7.402500,7.120000,7.182500,6.537639,1667600
2005-03-17,7.232500,7.317500,7.115000,7.300000,6.644590,1188000
2005-03-18,7.337500,7.337500,7.112500,7.162500,6.519436,1169600
2005-03-21,7.160000,7.257500,7.072500,7.207500,6.560396,969600
2005-03-22,7.187500,7.435000,7.187500,7.220000,6.571772,1618800
2005-03-23,7.240000,7.525000,7.150000,7.400000,6.735612,1369200
2005-03-24,7.370000,7.412500,7.307500,7.307500,6.651416,856000
2005-03-28,7.330000,7.410000,7.242500,7.250000,6.599079,557200
2005-03-29,7.275000,7.350000,7.137500,7.250000,6.599079,898400
2005-03-30,7.345000,7.522500,7.332500,7.485000,6.812980,6028000
2005-03-31,7.487500,7.487500,7.347500,7.360000,6.699203,2314400
2005-04-01,7.360000,7.482500,7.285000,7.347500,6.687825,1037200
2005-04-04,7.322500,7.497500,7.227500,7.425000,6.758368,1425200
2005-04-05,7.480000,7.702500,7.480000,7.657500,6.969993,1486800
2005-04-06,7.747500,7.852500,7.717500,7.837500,7.133832,1465200
2005-04-07,7.825000,7.850000,7.725000,7.750000,7.054189,4256400
2005-04-08,7.785000,7.875000,7.695000,7.695000,7.004125,1221200
2005-04-11,7.712500,7.765000,7.537500,7.562500,6.883523,1274000
2005-04-12,7.550000,7.715000,7.390000,7.715000,7.022332,1428400
2005-04-13,7.740000,7.867500,7.625000,7.647500,6.960890,1109600
2005-04-14,7.647500,7.747500,7.517500,7.537500,6.860766,1594400
2005-04-15,7.537500,7.665000,7.500000,7.500000,6.826634,1594800
2005-04-18,7.500000,7.652500,7.422500,7.517500,6.842563,1316400
2005-04-19,7.492500,7.555000,7.460000,7.525000,6.849389,1893200
2005-04-20,7.525000,7.525000,7.272500,7.272500,6.619558,1870400
2005-04-21,7.275000,7.297500,7.062500,7.232500,6.583149,2410000
2005-04-22,7.200000,7.200000,6.832500,6.895000,6.275951,1787600
2005-04-25,6.950000,6.992500,6.905000,6.920000,6.298709,1329600
2005-04-26,6.920000,6.927500,6.745000,6.787500,6.178103,1154000
2005-04-27,6.750000,6.772500,6.575000,6.725000,6.121215,1760000
2005-04-28,6.692500,6.800000,6.630000,6.642500,6.046122,1418000
2005-04-29,6.680000,6.682500,6.387500,6.667500,6.068878,1982800
2005-05-02,6.780000,6.907500,6.692500,6.782500,6.173552,1498000
2005-05-03,6.787500,6.885000,6.767500,6.800000,6.189482,1094400
2005-05-04,6.800000,6.877500,6.737500,6.855000,6.239543,1213600
2005-05-05,6.855000,6.907500,6.772500,6.797500,6.187204,965200
2005-05-06,6.812500,6.845000,6.650000,6.782500,6.173552,676800
2005-05-09,6.807500,6.922500,6.752500,6.920000,6.298709,1063200
2005-05-10,6.902500,6.917500,6.830000,6.845000,6.230441,1661600
2005-05-11,6.887500,6.910000,6.677500,6.875000,6.257747,1350800
2005-05-12,6.875000,6.887500,6.670000,6.742500,6.137143,1338000
2005-05-13,6.775000,6.790000,6.667500,6.717500,6.114388,959200
2005-05-16,6.735000,6.900000,6.725000,6.850000,6.234992,1182400
2005-05-17,6.837500,6.907500,6.830000,6.860000,6.244094,1309600
2005-05-18,6.922500,7.112500,6.905000,7.087500,6.451169,1511200
2005-05-19,7.087500,7.107500,6.980000,7.092500,6.455719,1246000
2005-05-20,7.125000,7.137500,7.050000,7.107500,6.469374,714400
2005-05-23,7.110000,7.162500,7.085000,7.120000,6.480751,995200
2005-05-24,7.122500,7.125000,7.035000,7.055000,6.421587,1044800
2005-05-25,7.052500,7.077500,6.957500,6.972500,6.346493,1071200
2005-05-26,7.012500,7.197500,7.012500,7.175000,6.530813,2554800
2005-05-27,7.192500,7.247500,7.110000,7.177500,6.533087,1203200
2005-05-31,7.175000,7.480000,7.162500,7.380000,6.717408,1576400
2005-06-01,7.387500,7.525000,7.280000,7.415000,6.749266,1290800
2005-06-02,7.305000,7.635000,7.190000,7.612500,6.929033,1407200
2005-06-03,7.587500,7.587500,7.390000,7.485000,6.812980,7026800
2005-06-06,7.485000,7.635000,7.415000,7.605000,6.922206,1272400
2005-06-07,7.612500,7.802500,7.577500,7.680000,6.990474,4566000
2005-06-08,7.700000,7.800000,7.542500,7.562500,6.883523,2112800
2005-06-09,7.562500,7.632500,7.510000,7.550000,6.872144,2508800
2005-06-10,7.552500,7.710000,7.550000,7.707500,7.015503,1384800
2005-06-13,7.615000,7.662500,7.470000,7.535000,6.858491,1554800
2005-06-14,7.552500,7.687500,7.542500,7.617500,6.933583,1427200
2005-06-15,7.642500,7.662500,7.552500,7.657500,6.969993,1217200
2005-06-16,7.637500,7.672500,7.562500,7.650000,6.963167,624800
2005-06-17,7.650000,7.710000,7.537500,7.597500,6.915380,1834400
2005-06-20,7.572500,7.665000,7.465000,7.600000,6.917656,1496000
2005-06-21,7.612500,7.712500,7.505000,7.697500,7.006402,1098800
2005-06-22,7.697500,7.725000,7.625000,7.712500,7.020055,749200
2005-06-23,7.675000,7.750000,7.420000,7.440000,6.772021,1382000
2005-06-24,7.450000,7.452500,7.285000,7.335000,6.676447,1068000
2005-06-27,7.362500,7.365000,7.210000,7.290000,6.635487,1285600
2005-06-28,7.337500,7.647500,7.337500,7.625000,6.940410,1065600
2005-06-29,7.632500,7.752500,7.512500,7.622500,6.938136,630400
2005-06-30,7.625000,7.640000,7.437500,7.437500,6.769743,911600
2005-07-01,7.475000,7.540000,7.355000,7.427500,6.760643,914000
2005-07-05,7.432500,7.517500,7.362500,7.455000,6.785674,741600
2005-07-06,7.455000,7.557500,7.400000,7.450000,6.781123,901600
2005-07-07,7.375000,7.470000,7.222500,7.390000,6.726510,1060000
2005-07-08,7.375000,7.695000,7.317500,7.645000,6.958615,1254000
2005-07-11,7.657500,7.855000,7.657500,7.745000,7.049636,1146400
2005-07-12,7.700000,7.762500,7.537500,7.730000,7.035983,1560000
2005-07-13,7.745000,7.892500,7.730000,7.870000,7.163414,1186400
2005-07-14,7.927500,8.010000,7.835000,7.865000,7.158862,1425600
2005-07-15,7.865000,8.042500,7.795000,8.032500,7.311326,3274000
2005-07-18,8.000000,8.305000,8.000000,8.140000,7.409172,2046400
2005-07-19,8.175000,8.212500,8.112500,8.147500,7.416000,945600
2005-07-20,8.425000,8.617500,8.280000,8.555000,7.786916,3076400
2005-07-21,8.545000,8.645000,8.350000,8.362500,7.611696,1645600
2005-07-22,8.150000,8.377500,8.150000,8.312500,7.566186,1849600
2005-07-25,8.335000,8.492500,8.325000,8.325000,7.577562,1366400
2005-07-26,8.327500,8.587500,8.327500,8.520000,7.755054,1583600
2005-07-27,8.487500,8.565000,8.360000,8.430000,7.673137,1192400
2005-07-28,8.437500,8.625000,8.435000,8.590000,7.818771,1086800
2005-07-29,8.565000,8.750000,8.565000,8.745000,7.959853,2039600
2005-08-01,8.512500,8.875000,8.512500,8.810000,8.019017,1648000
2005-08-02,8.825000,8.900000,8.710000,8.775000,7.987161,1422800
2005-08-03,8.750000,8.930000,8.740000,8.880000,8.082734,1539600
2005-08-04,8.837500,8.882500,8.587500,8.617500,7.843801,1181200
2005-08-05,8.630000,8.727500,8.350000,8.445000,7.686789,1051200
2005-08-08,8.447500,8.472500,8.247500,8.422500,7.666308,1239200
2005-08-09,8.447500,8.472500,8.310000,8.357500,7.607146,1245600
2005-08-10,8.352500,8.662500,8.317500,8.392500,7.639003,1668400
2005-08-11,8.390000,8.392500,8.235000,8.325000,7.577562,1444400
2005-08-12,8.322500,8.325000,8.095000,8.300000,7.554808,1412000
2005-08-15,8.275000,8.520000,8.190000,8.440000,7.682238,1606000
2005-08-16,8.462500,8.672500,8.417500,8.577500,7.807395,1915600
2005-08-17,8.582500,8.850000,8.457500,8.842500,8.048600,2374800
2005-08-18,8.775000,8.812500,8.610000,8.610000,7.836977,2380400
2005-08-19,8.607500,8.652500,8.427500,8.427500,7.670861,949200
2005-08-22,8.447500,8.627500,8.395000,8.500000,7.736853,1148000
2005-08-23,8.500000,8.560000,8.407500,8.475000,7.714095,3150400
2005-08-24,8.462500,8.562500,8.367500,8.402500,7.648105,1296400
2005-08-25,8.465000,8.535000,8.325000,8.445000,7.686789,1405200
2005-08-26,8.465000,8.612500,8.437500,8.510000,7.745954,1308400
2005-08-29,8.460000,8.462500,8.367500,8.447500,7.689067,1381600
2005-08-30,8.450000,8.492500,8.150000,8.240000,7.500195,1435200
2005-08-31,8.250000,8.470000,8.182500,8.430000,7.673137,1623200
2005-09-01,8.430000,8.447500,8.185000,8.215000,7.477440,6332400
2005-09-02,8.195000,8.350000,8.120000,8.172500,7.438755,1302400
2005-09-06,8.172500,8.240000,8.030000,8.112500,7.384142,1730800
2005-09-07,8.147500,8.250000,8.070000,8.220000,7.481991,1094000
2005-09-08,8.175000,8.175000,8.035000,8.090000,7.363663,1381200
2005-09-09,8.080000,8.080000,7.892500,8.005000,7.286294,1242400
2005-09-12,8.005000,8.350000,7.972500,8.242500,7.502470,1850400
2005-09-13,8.250000,8.250000,7.987500,7.987500,7.270364,1443600
2005-09-14,7.990000,8.045000,7.800000,7.810000,7.108801,1300400
2005-09-15,7.810000,7.952500,7.772500,7.810000,7.108801,1980400
2005-09-16,7.812500,7.895000,7.727500,7.895000,7.186171,1683600
2005-09-19,7.895000,7.895000,7.635000,7.677500,6.988197,1203200
2005-09-20,7.725000,7.810000,7.640000,7.655000,6.967717,1122400
2005-09-21,7.655000,7.655000,7.210000,7.270000,6.617284,3072000
2005-09-22,7.270000,7.592500,7.217500,7.500000,6.826634,1859200
2005-09-23,7.502500,7.642500,7.425000,7.540000,6.863042,1305200
2005-09-26,7.540000,7.600000,7.437500,7.497500,6.824358,2067600
2005-09-27,7.480000,7.595000,7.380000,7.512500,6.838011,1367200
2005-09-28,7.562500,7.582500,7.402500,7.407500,6.742437,1009200
2005-09-29,7.362500,7.362500,7.095000,7.137500,6.496680,3140800
2005-09-30,7.125000,7.305000,7.125000,7.265000,6.612732,1762400
2005-10-03,7.347500,7.367500,7.285000,7.337500,6.678723,870400
2005-10-04,7.335000,7.585000,7.335000,7.347500,6.687825,1345600
2005-10-05,7.362500,7.377500,7.177500,7.237500,6.587701,1422400
2005-10-06,7.300000,7.482500,7.267500,7.427500,6.760643,1723200
2005-10-07,7.430000,7.505000,7.245000,7.442500,6.774296,927200
2005-10-10,7.445000,7.537500,7.305000,7.340000,6.680998,1064400
2005-10-11,7.350000,7.370000,7.057500,7.100000,6.462547,1407600
2005-10-12,7.102500,7.230000,7.055000,7.205000,6.558120,2887200
2005-10-13,7.207500,7.287500,7.100000,7.217500,6.569497,1521600
2005-10-14,7.270000,7.425000,7.165000,7.402500,6.737887,1223200
2005-10-17,7.402500,7.452500,7.230000,7.330000,6.671896,995200
2005-10-18,7.332500,7.405000,7.250000,7.290000,6.635487,2318000
2005-10-19,7.292500,7.397500,7.112500,7.375000,6.712856,2204000
2005-10-20,7.500000,7.600000,7.252500,7.335000,6.676447,3105600
2005-10-21,7.347500,7.597500,7.347500,7.505000,6.831185,1720400
2005-10-24,7.597500,7.760000,7.500000,7.755000,7.058740,1554800
2005-10-25,7.750000,7.750000,7.450000,7.515000,6.840286,1924800
2005-10-26,7.497500,7.562500,7.405000,7.490000,6.817530,1420800
2005-10-27,7.492500,7.492500,7.327500,7.392500,6.728786,1536800
2005-10-28,7.437500,7.582500,7.395000,7.500000,6.826634,888000
2005-10-31,7.555000,7.937500,7.537500,7.882500,7.174792,2008400
2005-11-01,7.862500,7.947500,7.785000,7.805000,7.104249,1396000
2005-11-02,7.900000,8.345000,7.895000,8.345000,7.595767,4444800
2005-11-03,8.345000,8.350000,8.162500,8.210000,7.472888,1812000
2005-11-04,8.222500,8.292500,8.137500,8.285000,7.541155,1073600
2005-11-07,8.305000,8.437500,8.247500,8.422500,7.666308,1490400
2005-11-08,8.422500,8.425000,8.182500,8.217500,7.479714,1330800
2005-11-09,8.287500,8.360000,8.177500,8.305000,7.559359,1854400
2005-11-10,8.350000,8.625000,8.337500,8.572500,7.802842,2487200
2005-11-11,8.557500,8.720000,8.555000,8.640000,7.864280,1526800
2005-11-14,8.640000,8.675000,8.415000,8.545000,7.777811,1884400
2005-11-15,8.547500,8.665000,8.387500,8.387500,7.634451,1647600
2005-11-16,8.450000,8.517500,8.215000,8.510000,7.745954,1435600
2005-11-17,8.547500,8.827500,8.547500,8.827500,8.034946,1768400
2005-11-18,8.912500,8.912500,8.600000,8.767500,7.980335,2325600
2005-11-21,8.867500,8.870000,8.627500,8.737500,7.953028,1576400
2005-11-22,8.677500,8.690000,8.450000,8.582500,7.811946,1655200
2005-11-23,8.600000,8.872500,8.600000,8.820000,8.028121,1949600
2005-11-25,8.820000,8.862500,8.802500,8.825000,8.032671,698400
2005-11-28,8.912500,8.982500,8.735000,8.735000,7.950751,1724400
2005-11-29,8.757500,8.857500,8.740000,8.787500,7.998542,1243200
2005-11-30,8.787500,8.875000,8.775000,8.807500,8.016743,1599600
2005-12-01,8.857500,9.170000,8.837500,9.117500,8.298911,1947600
2005-12-02,9.140000,9.355000,9.140000,9.332500,8.494608,2386000
2005-12-05,9.307500,9.310000,9.200000,9.252500,8.421790,1888800
2005-12-06,9.300000,9.450000,9.240000,9.330000,8.492332,3634800
2005-12-07,9.332500,9.465000,9.222500,9.340000,8.501435,1679600
2005-12-08,9.375000,9.375000,9.135000,9.182500,8.358076,6687200
2005-12-09,9.212500,9.225000,8.950000,9.107500,8.289808,1546400
2005-12-12,9.107500,9.195000,9.032500,9.137500,8.317114,1130000
2005-12-13,8.812500,8.830000,8.690000,8.785000,7.996263,3237200
2005-12-14,8.820000,8.875000,8.787500,8.822500,8.030395,2592000
2005-12-15,8.900000,9.055000,8.855000,9.040000,8.228366,2531600
2005-12-16,9.040000,9.245000,9.032500,9.187500,8.362628,4201600
2005-12-19,9.137500,9.137500,8.905000,8.905000,8.105490,1544000
2005-12-20,8.987500,9.002500,8.782500,8.890000,8.091836,1954400
2005-12-21,8.930000,8.987500,8.822500,8.875000,8.078184,2329600
2005-12-22,8.850000,8.920000,8.762500,8.912500,8.112315,1795200
2005-12-23,8.912500,9.010000,8.795000,8.835000,8.041775,1471200
2005-12-27,9.000000,9.160000,8.837500,8.852500,8.057703,2116400
2005-12-28,8.852500,8.937500,8.510000,8.852500,8.057703,1740000
2005-12-29,8.950000,9.082500,8.950000,9.025000,8.214715,1877200
2005-12-30,9.025000,9.025000,8.810000,8.930000,8.128245,1016000
2006-01-03,8.957500,8.960000,8.642500,8.812500,8.021295,2075600
2006-01-04,8.875000,9.047500,8.872500,8.987500,8.180584,2772800
2006-01-05,9.007500,9.007500,8.772500,8.890000,8.091836,4323600
2006-01-06,8.890000,8.890000,8.670000,8.815000,8.023568,1547200
2006-01-09,8.752500,8.987500,8.737500,8.957500,8.153275,1998800
2006-01-10,8.925000,8.942500,8.805000,8.885000,8.087284,877200
2006-01-11,8.925000,8.925000,8.325000,8.337500,7.588939,3300000
2006-01-12,7.950000,8.140000,7.905000,8.050000,7.327254,9614800
2006-01-13,8.105000,8.157500,7.815000,7.935000,7.222578,4072800
2006-01-17,7.775000,7.820000,7.510000,7.575000,6.894901,3967600
2006-01-18,7.512500,7.842500,7.462500,7.715000,7.022332,3000000
2006-01-19,7.715000,7.927500,7.687500,7.720000,7.026882,2928000
2006-01-20,7.737500,7.750000,7.475000,7.512500,6.838011,3000400
2006-01-23,7.550000,7.672500,7.512500,7.645000,6.958615,1922800
2006-01-24,7.725000,7.902500,7.725000,7.845000,7.140658,2392000
2006-01-25,7.870000,7.900000,7.675000,7.820000,7.117904,2310000
2006-01-26,7.850000,7.922500,7.687500,7.705000,7.013228,3328000
2006-01-27,7.750000,7.750000,7.500000,7.612500,6.929033,2585600
2006-01-30,7.692500,7.772500,7.580000,7.615000,6.931309,2555200
2006-01-31,7.900000,8.035000,7.805000,7.982500,7.265813,3661200
2006-02-01,8.017500,8.047500,7.737500,7.842500,7.138382,2073600
2006-02-02,7.875000,8.040000,7.825000,7.982500,7.265813,2375200
2006-02-03,7.950000,7.952500,7.770000,7.897500,7.188446,1759200
2006-02-06,7.895000,7.895000,7.662500,7.722500,7.029158,1777600
2006-02-07,7.747500,7.747500,7.587500,7.632500,6.947238,1485600
2006-02-08,7.632500,7.772500,7.632500,7.757500,7.061015,1649200
2006-02-09,7.807500,7.935000,7.750000,7.890000,7.181618,1876800
2006-02-10,7.930000,7.975000,7.785000,7.937500,7.224854,1667600
2006-02-13,7.952500,8.080000,7.850000,7.887500,7.179343,1632800
2006-02-14,7.912500,8.177500,7.892500,8.122500,7.393244,3746800
2006-02-15,8.120000,8.232500,8.050000,8.212500,7.475163,4960400
2006-02-16,8.215000,8.277500,8.167500,8.217500,7.479714,3310000
2006-02-17,7.980000,8.215000,7.980000,8.012500,7.293120,1309200
2006-02-21,7.975000,8.000000,7.822500,7.875000,7.167966,1182400
2006-02-22,7.937500,8.042500,7.867500,8.000000,7.281743,1132800
2006-02-23,8.062500,8.187500,8.017500,8.060000,7.336355,2466800
2006-02-24,8.000000,8.020000,7.825000,7.920000,7.208925,1604000
2006-02-27,7.975000,8.152500,7.975000,8.090000,7.363663,1508400
2006-02-28,8.065000,8.097500,7.945000,8.012500,7.293120,2072000
2006-03-01,8.050000,8.072500,7.895000,7.977500,7.261262,2074800
2006-03-02,7.960000,7.980000,7.757500,7.810000,7.108801,2265200
2006-03-03,7.797500,7.800000,7.575000,7.597500,6.915380,3613600
2006-03-06,7.360000,7.642500,7.360000,7.520000,6.844838,2084400
2006-03-07,7.507500,7.670000,7.437500,7.572500,6.892624,2476800
2006-03-08,7.572500,7.742500,7.525000,7.707500,7.015503,2665600
2006-03-09,7.702500,7.715000,7.452500,7.520000,6.844838,2030800
2006-03-10,7.570000,7.610000,7.507500,7.585000,6.904000,1373200
2006-03-13,7.650000,7.765000,7.537500,7.572500,6.892624,2275200
2006-03-14,7.587500,7.747500,7.587500,7.715000,7.022332,2149600
2006-03-15,7.720000,7.775000,7.650000,7.720000,7.026882,3337200
2006-03-16,7.812500,7.917500,7.807500,7.910000,7.199823,2740400
2006-03-17,7.962500,8.100000,7.925000,8.095000,7.368215,4505200
2006-03-20,8.112500,8.407500,8.100000,8.382500,7.629901,5998800
2006-03-21,8.450000,8.610000,8.410000,8.440000,7.682238,5441600
2006-03-22,8.440000,8.685000,8.440000,8.672500,7.893862,4935600
2006-03-23,8.675000,8.687500,8.512500,8.560000,7.791462,6555200
2006-03-24,8.570000,8.647500,8.547500,8.585000,7.814219,3514000
2006-03-27,8.625000,8.805000,8.622500,8.752500,7.966680,3839200
2006-03-28,8.755000,8.757500,8.582500,8.595000,7.823322,5042800
2006-03-29,8.645000,8.872500,8.612500,8.860000,8.064532,2925600
2006-03-30,8.862500,8.885000,8.672500,8.775000,7.987161,3682400
2006-03-31,8.812500,8.987500,8.812500,8.862500,8.066808,4160400
2006-04-03,8.975000,8.975000,8.650000,8.705000,7.923446,4545200
2006-04-04,8.757500,8.860000,8.675000,8.772500,7.984886,3015200
2006-04-05,8.772500,8.825000,8.645000,8.710000,7.927999,1666800
2006-04-06,8.710000,8.750000,8.575000,8.745000,7.959853,1996800
2006-04-07,8.822500,8.925000,8.737500,8.815000,8.023568,2635200
2006-04-10,8.790000,8.822500,8.642500,8.700000,7.918895,3270400
2006-04-11,8.700000,8.740000,8.500000,8.530000,7.764157,2016000
2006-04-12,8.625000,8.675000,8.465000,8.570000,7.800566,1155200
2006-04-13,8.572500,8.982500,8.550000,8.802500,8.012192,1895200
2006-04-17,8.970000,9.012500,8.632500,8.662500,7.884760,3805600
2006-04-18,8.657500,9.040000,8.625000,8.870000,8.073632,2996400
2006-04-19,8.887500,9.010000,8.752500,8.850000,8.055430,2292400
2006-04-20,9.375000,9.375000,9.125000,9.262500,8.430891,5373600
2006-04-21,9.375000,9.597500,9.375000,9.437500,8.590181,4970000
2006-04-24,9.425000,9.622500,9.315000,9.572500,8.713059,4569200
2006-04-25,9.537500,9.780000,9.422500,9.630000,8.765396,3690800
2006-04-26,9.642500,9.740000,9.485000,9.535000,8.678926,2404000
2006-04-27,9.545000,9.842500,9.525000,9.677500,8.808634,1935200
2006-04-28,9.615000,9.615000,9.410000,9.490000,8.637968,3345200
2006-05-01,9.490000,9.590000,9.300000,9.347500,8.508262,3424400
2006-05-02,9.587500,9.937500,9.540000,9.870000,8.983850,4444400
2006-05-03,9.887500,9.892500,9.687500,9.860000,8.974747,5021200
2006-05-04,9.922500,9.975000,9.867500,9.930000,9.038462,2620000
2006-05-05,9.905000,9.955000,9.865000,9.937500,9.045287,1761600
2006-05-08,9.977500,10.092500,9.860000,9.920000,9.029359,1939600
2006-05-09,9.952500,10.122500,9.950000,10.107500,9.200028,2118000
2006-05-10,10.067500,10.135000,9.782500,9.845000,8.961094,2179200
2006-05-11,9.825000,9.825000,9.595000,9.595000,8.733541,2256800
2006-05-12,9.595000,9.690000,9.357500,9.375000,8.533293,2630000
2006-05-15,9.450000,9.905000,9.445000,9.855000,8.970197,2884000
2006-05-16,9.855000,9.900000,9.350000,9.397500,8.553775,2424800
2006-05-17,9.382500,9.542500,9.162500,9.252500,8.421790,3185200
2006-05-18,9.302500,9.512500,9.240000,9.252500,8.421790,1359600
2006-05-19,9.275000,9.565000,9.210000,9.492500,8.640243,3163200
2006-05-22,9.450000,9.587500,9.397500,9.492500,8.640243,3532400
2006-05-23,9.575000,9.812500,9.575000,9.645000,8.779050,3161200
2006-05-24,9.710000,9.725000,9.450000,9.515000,8.660724,2903600
2006-05-25,9.612500,9.650000,9.500000,9.520000,8.665275,2084400
2006-05-26,9.600000,9.760000,9.537500,9.627500,8.763120,2990400
2006-05-30,9.630000,9.750000,9.352500,9.380000,8.537844,3476800
2006-05-31,9.445000,9.750000,9.445000,9.685000,8.815460,3459200
2006-06-01,9.747500,9.997500,9.747500,9.957500,9.063497,1836000
2006-06-02,9.955000,9.975000,9.747500,9.825000,8.942889,2006800
2006-06-05,9.775000,9.777500,9.512500,9.567500,8.708507,3327200
2006-06-06,9.662500,9.747500,9.335000,9.667500,8.799528,2606800
2006-06-07,9.752500,9.950000,9.660000,9.687500,8.817733,2886800
2006-06-08,9.660000,9.660000,9.115000,9.462500,8.612937,2955200
2006-06-09,9.462500,9.650000,9.390000,9.412500,8.567427,1156800
2006-06-12,9.470000,9.470000,8.945000,8.955000,8.150998,2428000
2006-06-13,8.955000,9.047500,8.657500,8.727500,7.943924,4010000
2006-06-14,8.755000,9.072500,8.755000,8.990000,8.182858,2067600
2006-06-15,8.990000,9.560000,8.910000,9.497500,8.644792,2427200
2006-06-16,9.500000,9.747500,9.427500,9.500000,8.647069,3606000
2006-06-19,9.550000,9.650000,9.410000,9.460000,8.610658,2232000
2006-06-20,9.470000,9.857500,9.452500,9.675000,8.806356,1977200
2006-06-21,9.675000,9.932500,9.652500,9.755000,8.879171,1894000
2006-06-22,9.712500,9.845000,9.635000,9.780000,8.901930,2240400
2006-06-23,9.730000,9.810000,9.580000,9.737500,8.863246,1357600
2006-06-26,9.762500,9.872500,9.585000,9.840000,8.956542,1853600
2006-06-27,9.850000,9.897500,9.470000,9.505000,8.651623,2075200
2006-06-28,9.550000,9.590000,9.142500,9.272500,8.439994,3166000
2006-06-29,9.350000,9.830000,9.332500,9.810000,8.929238,2282400
2006-06-30,9.815000,9.855000,9.482500,9.855000,8.970197,3097200
2006-07-03,9.887500,9.887500,9.685000,9.767500,8.890552,1015200
2006-07-05,9.750000,9.927500,9.485000,9.870000,8.983850,2550400
2006-07-06,9.875000,9.895000,9.575000,9.635000,8.769950,2226000
2006-07-07,9.597500,9.802500,9.455000,9.642500,8.776775,1888800
2006-07-10,9.725000,10.050000,9.700000,9.927500,9.036185,2429200
2006-07-11,9.875000,9.912500,9.625000,9.907500,9.017982,2513600
2006-07-12,9.875000,9.962500,9.587500,9.650000,8.783603,1607200
2006-07-13,9.625000,9.625000,9.025000,9.050000,8.237469,2227600
2006-07-14,9.017500,9.017500,8.432500,8.490000,7.727748,4808000
2006-07-17,8.490000,8.720000,8.400000,8.600000,7.827874,2906000
2006-07-18,8.587500,8.802500,8.510000,8.782500,7.993987,3341200
