airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Jetblue Airways,1,P Lamella,11th August 2018,"✅ Trip Verified | Orlando to New York. I will never fly JetBlue again. After canceling our first direct flight and changing it to a flight the next day with a layover (with my two little ones), to a return flight that was delayed 6 hours for maintenance issues (the man at the counter said he recommend trying to change our flight because something is ""very very wrong with the plane). They put us on a new flight where they tried to seat my three year old by herself and said we could only sit together if we paid an upgrade charge of $40 per ticket. Only after speaking with a supervisor did they refund that money. After all of this,they lost one of our bags and left the rest of our bags in a rainstorm. Everything is soaking wet and anything electronic ruined. Last night they told us they had our missing bag, but now they say they haven't found it at all and can't do anything to compensate for what's inside (owlette monitor, summer baby monitor, etc). I find the customer service unacceptable and do not recommend flying with them especially if you have young children and value your things you entrust to them.",,Family Leisure,Business Class,Orlando to New York,August 2018,1,3,2,2,1,1,no
Jetblue Airways,1,J Stanton,9th August 2018,"✅ Trip Verified | Nashville to Boston. I would recommend staying away from Jetblue. I really don't think they know what they are doing. I flew with them in January 2018 for the first time as Travelocity gave me this airline option. I was stuck at the FLL airport for an over 6 hour delay. The staff kept giving different reasons as to why the plane was late, they offered junk food as a consolation, and ultimately, it was chaos and very anxiety-provoking. Now, I know they travel a lot to the east coast and it was January, which would likely cause some flight delays. So, I figured I could be fair and give them another try later on as they did give me a $100 flight credit, per their bill of rights. I was very anxious about it, so for about a month before my flight, I checked my flight every single night that I'd be flying on to see if there were major delays again. I needed to be mentally prepared and if it looked rough, I was just going to pay for something else. Well, other than most Saturdays and one Friday, the flight from Nashville to Boston (7:37 PM departure time) was delayed. However, it was at most about a three hour delay, at best 30 minutes. I was mentally prepared, though, and ready for my likely at worst 3 hour delay. I mean, I live in Nashville, so no biggied if I am delayed out of my own city but what a surprise when I get a text that my 7:37 PM flight was delayed until 12:54 AM! We didn't leave Nashville until 2:19 AM! I got into Boston at 6:30 AM and I should have been there at 11:00 PM the night prior. So, my Saturday was very rough considering I only had 2 hours of airplane sleep. When I had talked with customer service during the delay fiasco, they were of no help. One rep literally told me ""good luck"" and hung up. Also, I am glad I didn't try to get on the flight that next morning from Nashville to Boston because it was cancelled. I felt so lucky that I didn't trust Jetblue enough to book them for my flight home. I flew Southwest home and of course, no problems, per usual. So, I'd stay away from Jetblue. I gave them a second chance and it was basically the same situation as the first time I flew with them. I learned my lesson. I will pay more for dependability, no doubt about that.",,Family Leisure,Economy Class,Nashville to Boston,August 2018,5,3,,,1,1,no
Jetblue Airways,2,H Marsh,9th August 2018,✅ Trip Verified | New York to Phoenix. Coming and going there was delays. Seats are broken down and won’t lean back on either trip. Cabin pressure is horrible so be ready to be tortured as you descend. Crew doesn’t understand customer service and seems to hate their job. No first class seating just their extended seat but what’s the point when it’s all old nasty seats. Never will fly again; best to just fly on a larger airline name.,,Couple Leisure,Economy Class,New York to Phoenix,August 2018,1,1,1,1,2,2,no
Jetblue Airways,1,Johanna Cruz,7th August 2018,"✅ Trip Verified | Philadelphia to Boston. Please do not waste your time or money flying with this service. JetBlue is the worst. Pay the extra money and fly with a reliable air service. Booked a flight Aug 3rd 2018 from Philadelphia to San Juan PR with 1 stop in Boston. 2 hrs prior to boarding received a text message flight was delayed - every few minutes there after kept getting delayed messages until finally they cancelled the flight minutes before we were supposed to board. No explanation only compensation was rebooking for the 5th which made no sense since I was due to return on the 7th. Terrible customer service too. Employees at stand laughing and clowning around. I requested a full refund and instead the employee rebooked me without my consent - spent 30 more mins on the phone to get refund. My entire trip ruined. Do not waste your time. This is a common trend for JetBlue to cancel flights. Terrible service. Pay a little more to fly with reliable air service. Don't take the chance . I lost my chance to surprise my kids who are in PR on vacation. Very sad, was devastated.",,Solo Leisure,Economy Class,Philadelphia to Boston,August 2018,1,1,,,1,1,no
Jetblue Airways,1,Pedro Suarez,7th August 2018,"✅ Trip Verified | Newark to Fort Lauderdale. On August 2nd 2018 we had the worse experience with Jetblue. Sitting in the airport we got an email, not even a phone call that flight was cancelled. The Jetblue staff couldn't get the computer to over ride the new reservations they were trying to make. Finally got re-booked through Tampa and then Silver Air to Fort Lauderdale. As I was boarding I was told I had a seat change due to a child flying by themselves. No prior warning at all by the Jetblue crew. I was separated from my party. The Silver Air flight was also delayed and a propeller plane that seats 36 people. Not what we paid for. Jetblue response was a $25 goodwill credit. That is more of an insult to me. There are way better choices then this airline. They used to be great. Also stay away from Newark Airport constant delays.",,Family Leisure,Economy Class,Newark to Fort Lauderdale,August 2018,1,3,3,2,1,1,no
Jetblue Airways,4,C Driver,6th August 2018,"Not Verified | Washington to Charleston. The flight to Charleston was delayed 3 hours, with no explanation given, and the return flight to DCA was delayed 5 hours due do mechanical issue. No travel voucher or compensation of any kind was offered. We were told that there may have been pizza ordered for the flight. Once you account for the additional hours waiting for the flight the flight wasn't worth the fare at all.",,Solo Leisure,Economy Class,Washington to Charleston,August 2018,4,4,,,3,2,no
Jetblue Airways,1,Peter Valenta,6th August 2018,"Not Verified | Charlotte to Portland via New York. Did not give accommodation when flight was delayed, despite two different employees telling me I would recieve accommodation because the delay was not weather related. When I landed at my layover and asked for accommodation, they refused and claimed the delay actually was weather related.",,Business,Economy Class,Charlotte to Portland via New York,August 2018,3,3,3,,1,1,no
Jetblue Airways,1,S Powell,4th August 2018,Not Verified | Nassau to Fort Lauderdale. Worst airline I’ve ever used. They canceled the flight while we were waiting at the gate and basically told everyone good luck. There were no other flights for 4 days so my kids first vacation in 3 years was canceled. Then I had to wait hours to get my bags back so I could leave. The staff were apologetic and it seemed like they were used to taking abuse for canceled flights but there wasn’t anything they could do to help anyone. I’ve flown other airlines that have had to cancel flights but they all either sent another plane or send larger planes for the next flight to get the people where they needed to be. JetBlue didn’t try to do anything to get anyone anywhere. I will never use them again I’d rather not travel if they are my only option. If they are the only option you won’t be traveling anyway.,,Family Leisure,Economy Class,Nassau to Fort Lauderdale,August 2018,1,1,,,1,1,no
Jetblue Airways,1,Michael Lewit,3rd August 2018,"✅ Trip Verified | Orlando to Newark. Never will fly again was supposed to land in Newark plane magically gets cancelled due to weather that is a complete lie there was no weather issue. Found out from a JetBlue employee that it was mechanical issues, they put us on another flight going to JFK 50 miles out of the way to get delayed another 4 hours due to weather issues that didn’t exist. JetBlue sucks, don’t use them, they always have weather issues when everything is perfectly fine they are the only airline with weather issues.",,Couple Leisure,Business Class,Orlando to Newark,August 2018,3,1,1,1,1,1,no
Jetblue Airways,1,G Meares,2nd August 2018,"✅ Trip Verified | Santo Domingo to San Juan. Worst airline I have ever flown on. My husband and I were on our honeymoon in DR, when it came time to fly home, our shuttle at the resort was late and we got to the airport an hour before our departure time. We got to the check in line, staff were so rude, I was disgusted by it. The staff treated us like dirt, and on top of that they closed the gate on us and didn’t let us get our flight. We had to wait 8 hours for the next flight. Horrible way to end our honeymoon. My husband and I will never fly with JetBlue Airways ever again.",,Couple Leisure,Economy Class,Santo Domingo to San Juan,July 2018,2,2,1,,1,1,no
Jetblue Airways,1,Ayush Rajbhandary,28th July 2018,"✅ Trip Verified | New York to Sarasota. After travelling 30+ hours from Nepal on Qatar Airways with my two kids, I had a connecting flight on Jetblue to Tampa. What should have been a 3 hrs. fight, turned into a 5 days ordeal. We were on the Initial flight on the 22nd of July which left the gate and then after being in the tarmac for 3 hrs, they returned us back to the terminal because the delay caused one of the crew to be above legal flying time allowed. Our initial flight was eventually cancelled at around 2:00 AM the next day and they gave no compensation citing the cancellation was because of weather. I had to be in the line for more than an hour to book our flights for the next day. I was told we were booked for the next day flight, but when we reached the gate the next day, they told us we didn't have any confirmed seats in any of the JetBlue flights. Same thing happened for a couple of days. Finally, after 4 days, they gave me an option to fly out to Sarasota. In between, they told me they had misplaced my luggage and was asked for me to find out where my luggage was. So, after 5 days, without any luggage, they put me in a flight to a different destination and to top it off, they put us in completely different areas of the aircraft and while I was trying to console my 7-year-old to go sit with a stranger, the flight attendant asks us to take our seat promptly. Please do not fly JetBlue, because they have zero passenger concern, they seriously need to fire the guy who manages the flights and reorganize. They were completely disorganized, desk and the person on the phone telling me I had confirmed flights, while the gate told me I didn't have any. Baggage getting lost and they had no clue where it was last scanned, rude desk people. Complete chaos.",,Family Leisure,Economy Class,New York to Sarasota,July 2018,3,1,1,2,1,1,no
Jetblue Airways,1,Jessica Vasco,27th July 2018,"✅ Trip Verified | This is the third time this month my flight has been cancelled. I have lost days of vacation, lots of money and my time. The last reason that my connecting flight was canceled is because of maintenance issues. I have purchased around 10 tickets this month, July 2018 for my father and I combined and the only compensation Jetblue Airways gives you is a one time $100 credit you can only use towards another same airline purchase. It’s unbelievable. Never had such a horrible experience.",,Solo Leisure,Economy Class,Fort Lauderdale to New York JFK,July 2018,1,1,1,1,1,1,no
Jetblue Airways,1,Vincent Falcone,26th July 2018,Not Verified | Flight got canceled last minute due to weather even though it was clear skies in New York and Jacksonville. Was told I would have to wait two days for another flight and when I complained got a flight out the next day with a four hour layover in Boston only to find out that the first plane has been delayed indefinitely. Customer service is nonexistent and they have no desire to get anyone out of the airport anytime soon. The car rental hey K budget has raised rates on their rental cars the hotels have raise their rates both because they know flights have been canceled and there’s nothing that the customer can do about it.,,Family Leisure,Economy Class,New York to Jacksonville,July 2018,2,2,,,1,1,no
Jetblue Airways,1,L Yu,25th July 2018,"✅ Trip Verified | We got an email that our flight from Houston to Boston on 7/17/18 was cancelled just 10hr before our departure. I have an interview next day in Boston and it was too late to change or cancel accommodations and car rental. I was told by JetBlue representative that my only options were to wait until the next flight which was 2 days away, or just get a refund of the cost of my flight. She refused to help me find another flight on another carrier. To keep my interview I have to book our new flight from different airline which can take me to Boston next day and it cost us extra $253/each ticket more. It was horrible and made us crazy to find a last minute flight that didn’t cost $2000. We arrive in Boston at 3pm early morning and JetBlue refuse to refund us extra cost for our new flight. It was so disappointed. We took JetBlue back home on 7/20/18. Got 3 times email delay notification. This was our first time with JetBlue, our overall experience was a nightmare. We will never take JetBlue in the future again.",,Family Leisure,Economy Class,Houston to Boston,July 2018,3,2,2,2,1,1,no
Jetblue Airways,10,Enxhi Agolli,21st July 2018,"Not Verified | Punta Cana to Boston. The best experience ever traveling the first time with my son. For some reasons our seats were not all in one row with my husband, my son, and I. My son was very upset that they separate us and the flight attendants went above and beyond, and they reassure us that the plane was not going to start flying until we all were seated together. They were so wonderful with my son and I could not thank them enough! Thank you for the best experience ever and for made us as a family feel valuable. Thank you for accommodating us.",,Family Leisure,Economy Class,Punta Cana to Boston,July 2018,5,5,5,5,5,5,yes
Jetblue Airways,1,E Garven,19th July 2018,"✅ Trip Verified | Atlanta to Boston. By far worst airline I have ever flown with. Most unhelpful staff you could imagine, they could not care less about what your flight plans are and how they can help you. My flight was originally at 5AM to Boston then I had a connecting flight to Bar Harbor Maine at 11. My flight to Boston was delayed 5 times and then we had to move to a whole different gate with no explanation. After being delayed so many times, I missed my connecting flight, not one employee tried or acted like they wanted to help me find a new flight. After I found a flight every attendant refused to print out a boarding pass for me even though they could. I would never take this airline again. Awful costumer service and miserable traveling experience.",,Solo Leisure,Economy Class,Atlanta to Boston,July 2018,3,2,1,1,1,2,no
Jetblue Airways,1,Monique Coley,19th July 2018,"Not Verified | Atlanta to Boston. Great on-phone customer service but horrible in-person service members. JetBlue cancelled a flight I had booked and placed me on a red-eye the next morning, only for the flight to be delayed by 3 hours. When I complained to a customer service representative, she cancelled my flight for that day and again I missed my flight and had to re-book a flight for a later time in the day. They offered me no vouchers and showed no empathy. Worst customer service. Very unprofessional. Will never fly JetBlue again.",,Solo Leisure,Economy Class,Atlanta to Boston,July 2018,3,3,4,5,1,1,no
Jetblue Airways,1,Montay Perkins,18th July 2018,"✅ Trip Verified | Booked a one way flight from Richmond to Tampa. The first flight was delayed for 2hrs, the second flight had already taken off by the time I arrived to the next airport. So I had to book another flight for Tampa which caused me to wait at the airport another 12hrs. As I was getting ready to board the second flight I found out it was cancelled so I had to book another flight for Orlando instead of Tampa which caused me to wait another 5 hrs because there was nothing available. All off these cancellations and delays caused me to miss out on my daughters birthday which is very unacceptable. This my first time flying with JetBlue and has been the worst experience ever!",,Solo Leisure,Business Class,Richmond to Tampa,July 2018,1,1,1,1,1,1,no
Jetblue Airways,7,Daryl Ovadia,17th July 2018,"Not Verified | I am reviewing two flights, the first from LAX to JFK. I really like that the airline treats adults as adults and not like children, they have a more hands off attitude, non hovering. The system is quite efficient and flows well. There don't appear to be any meals on board which became a problem on our return from JFK to LAX. The plane was boarded 3 hours late, each update was another 15 minute delay making it impossible to get some food before boarding. We ate a small breakfast thinking we could easily get to our destination as scheduled and eat an early dinner once in LA. The delay made the on flight snacks barely adequate and we were starving once we arrived. There are no healthy snacks, the only offerings are potato chip type bags with carbohydrate and fat loaded ingredients. I guess that's ok if your 20 years old but for many it is undesirable,unhealthy and inadequate. When my wifes Southwest flight was delayed two hours she received a $100 voucher, so far we have seen nothing from Jet Blue and that's okay, we understand delays occur but they need to have contingency preparations in place. There are many things to like about Jet Blue, the seats are very comfortable, the legroom is good, the entertainment screens are excellent. This is an airline that wants to excel, and I think it does, perhaps the decision makers need to take a flight and experience what the traveler experiences and they would understand any deficiencies better. One last thing, the cabin temperature was very cold, I am 63 and needed a jacket, often times I think my age makes me less tolerant of cold but the 30 year old lady sitting next to me had the blanket on and couldn't cover up enough, she was also quite uncomfortable.",,Couple Leisure,Economy Class,New York to Los Angeles,July 2018,5,5,1,5,3,4,yes
Jetblue Airways,1,A Jones,16th July 2018,"Not Verified | This will be my first JetBlue experience and it will be my last. My flight was supposed to leave at 10am this morning- it’s after midnight and I’m still at the airport. After a twice delayed flight that eventually was canceled I was booked on a flight scheduled to leave at 7:48pm. About an hour before the flight it was delayed for 2 hours. Once we received that delay there have been 5 more, now we’re supposed to leave at 2am. The crew here can’t give us clear answers, one minute it’s going to be earlier than they think the next we get another alert of a delay. Multiple other airlines have taken off from CLT to JFK, I’ve even seen a plane return from JFK that took off from CLT while I’ve been waiting. Ultimately I’d like clear, honest answers rather than deliveries of false hope. Also some kind of compensation for the extreme inconvenience would be nice- but so far it’s just been a bottle of water - disappointed to say the least.",,Solo Leisure,Economy Class,Charlotte to New York,July 2018,1,1,1,1,1,1,no
Jetblue Airways,1,M Sarduy,15th July 2018,"✅ Trip Verified | Fort Lauderdale to Los Angeles. Gate agents in LAX are extremely rude. JetBlue must have many complaints because they refuse to let customers speak with a supervisor. All communication is done through the dearjetblue site. It’s a useless back and forth where nothing gets accomplished. Furthermore, their small credit vouchers are for future use on the airline. Once again, useless for customers who no longer wish to fly JetBlue. There are other options for paying customers. Next time, I’ll take my business to another airline, especially one that has more destinations and more tactful employees.",,Family Leisure,Economy Class,Fort Lauderdale to Los Angeles,July 2018,3,2,2,5,1,1,no
Jetblue Airways,2,M Gillot,13th July 2018,✅ Trip Verified | JetBlue has become a horrible airline to fly with. On this four and a half flight there were several issues. I upgraded to more space seats for $170 because the airline strategically blocks off many of the seats so that you cannot sit with your spouse. There was no entertainment on this flight. The wifi did not work either. Apparently their entire systems were down according to the announcement. They would give you a $15 voucher IF you booked through them but would have to jump through hoops because the booking was done through Expedia. As soon as we took off the staff made an announcement that there were no sandwiches or salads available on this flight for sale. Thanks for letting us know after boarding. The plane itself was old and dirty. The seat was hard as a wood plank due to the foam material degrading. Also the cabin was freezing cold and had to spend $5 per blanket to keep warm because they would not increase cabin temperature. Worse flight I've taken in a while and that's saying something since I rarely complain.,,Couple Leisure,Economy Class,Aruba to Boston,July 2018,1,2,1,1,3,1,no
Jetblue Airways,1,Gabriel Perez,10th July 2018,"✅ Trip Verified | Jetblue cancel our flight today from Orlando to San Juan July 9, 2018 party of 6 with a Minor. They book another flight from Orlando to Ponce which is an hour and half drive they told us when we arrived to go to baggage claim in Ponce and they will give us transportation to San Juan for free. Once we arrived to Ponce at 12:30am Jetblue says that they didnt received no emails from Orlando and it was our problem we also waited 9 hours for our flight in Orlando. The supervisor in Jetblue Ponce was very rude. She didn't wanted to help us knowing that we were with a minor. I have been a regular traveler with Jetblue for years I will never again use that airline.",,Business,Economy Class,Orlando to San Juan,July 2018,1,1,1,1,1,1,no
Jetblue Airways,7,Philip Ahearn,10th July 2018,"Not Verified | While my trip was for the most part satisfactory, the return trip from Tampa to Westchester was problematic to say the least. I dealt with not only an extremely rude flight crew, but the crew onboard the aircraft did little to keep the passengers updated with the status of our delay. Due to a ""cracked taxi light,"" the flight was delayed and the flight crew notified us twice, the first notification came when we were initially told about the need for repairs and a ""tape up"", and the second came over an hour later when we were told that ""we would be getting on our way shortly."" The trip down to Tampa from New York was more than satisfactory, but that return trip was problematic from the very start. I shared the sentiment of a frequent flyer one row behind me, who was very vocal about her disappointment with the airline and their handling of the delay. Despite these things, there was a very nice selection for entertainment which included free in-flight TV service and WiFi (which came as a shock to me). Overall it was not an amazing experience and I would recommend this airline, but it would be a matter of comparison. If I had to recommend an airline to someone where JetBlue was one of many options, I would opt for the other options.",Embraer 190,Solo Leisure,Economy Class,Westchester to Tampa,June 2018,4,2,3,3,3,4,yes
Jetblue Airways,10,Travis Nelson,9th July 2018,"✅ Trip Verified | At first I read several reviews about JetBlue not being so good. But after my flight from Denver to Boston and back found staff and flight attendants very attentive to my family's needs, can get all the snacks we needed for the flight, very friendly, very helpful. Roomy seats and another bonus is that every seat had a TV. Our flights were delayed a little bit but not due to anything with JetBlue, it was with weather incoming in both cities. I would recommend JetBlue to anybody hope this helps you out.",A320,Family Leisure,Economy Class,Denver to Boaton,June 2018,5,5,5,5,4,5,yes
Jetblue Airways,10,Michelle Hull,7th July 2018,✅ Trip Verified | Boston to West Palm Beach. Got to the airport and had the best experience I’ve ever had flying. We asked to change our seats at the front desk area and staff were extremely helpful and made sure that our experience was nothing short of exceptional. The team out of Boston Logan airport are very professional and 100% put the customers first. 10 out of 10 from us.,,Couple Leisure,Economy Class,Boston to West Palm Beach,July 2018,5,5,5,5,5,5,yes
Jetblue Airways,9,G Steane,6th July 2018,"✅ Trip Verified | New York to Barbados. I have been using Jetblue for years, and I have no complaints. Great service, great staff, skilled pilots, and last but not least friendly and kind flight attendants.",,Family Leisure,Economy Class,New York to Barbados,June 2018,5,5,5,5,5,5,yes
