airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
American Airlines,1,S Warton,23rd September 2018,✅ Trip Verified | Literally a horrible experience in both directions with American Airlines from Lihue to Los Angeles. Disgusting overpriced food. Horrible customer service. Purposefully overbooked the planes and then delayed the flight to convince customers to leave a flight they paid for. I would’ve much rather flown Spirit then this poor airline.,,Solo Leisure,Economy Class,Lihue to Los Angeles,September 2018,1,1,1,1,1,1,no
American Airlines,1,S Toby,23rd September 2018,✅ Trip Verified | The worst flying experience and airline I’ve ever dealt with. 20 open seats and nobody was allowed to move to an exit aisle. Over 24 hours worth of delays and cancelations and constantly lied to. I had to drive 2 hours north to Chicago for a direct flight that I found on my own and not by American Airlines. I will never ever fly with them again.,,Couple Leisure,Economy Class,Chicago to Aspen,September 2018,1,1,1,1,1,1,no
American Airlines,1,B Danson,23rd September 2018,"✅ Trip Verified | I would never recommend American Airlines to anyone. I was originally suppose to be on a flight from Las Vegas, with a stop over in LAX with Honolulu as destination. Our flight kept getting delayed (which I understand can happen) I waited in line to speak to ladies at desk for at least 40 minutes, then only to be told to sit back down as my following flight won’t be affected. Then the flight got further delayed. So I went back in the line for at least another 45 minutes to check what I should do. I totally understand that the woman on counter was having a stressful time but honestly the customer service skills are disgusting. I have never heard people being so rude in the way they spoke to customers on that counter. When I finally got to the front of the line we were put on another flight with Hawaiian Airlines. The flight was to leave 10 hours after our original flight was meant to leave. I was reassured that our luggage would be put on that flight. After waiting around the airport for all this time and discovering that most of the food places were shut we ended up getting a taxi to take us to get some food. When we finally got on our flight and arrived in Honolulu, we then discovered our luggage wasn’t transferred onto Hawaiian airlines and was still sitting in L.A. Now I am normally a very patient person, the 10 hour wait I could handle, but the luggage not arriving after all that waiting around is what’s really annoyed me. We are actually on our honey moon and this was a short stop for a few days in Honolulu, before our return to Australia. So I would hope that American Airlines can get their sh*t together and get our bags to us today! By the way Hawaiin airlines are amazing to travel with and their staff are much more happier and willing to help, customers are their main concern. Not their coffee’s like American Airlines.",,Couple Leisure,Economy Class,Las Vegas to Honolulu via LAX,September 2018,1,1,,,1,1,no
American Airlines,1,H Norton,23rd September 2018,"✅ Trip Verified | On my flight from Baltimore to Dallas we were stuck on a boarder plane for about an hour because of what was explained as a Maintenance issue. That was fine I mean things do happen. When we got to Dallas I called customer service to say I wanted to switch the flight and just go home because my flight was delayed and I was annoyed at this point. I spoke with the manager on duty of customer service and they assured me that I would not have to worry about another delay the captain gave the okay to fly out. The delayed flight was suppose to leave at 9:40 then 10:30 comes around and I’m calling to switch planes and I get placed on hold for another hour and thirteen minutes, in the time I’m on hold my flight gets canceled and the customer service rep basically says they can not do anything for me because it was now technically a rain delay.",,Solo Leisure,Economy Class,Dallas to Cancun,September 2018,3,1,3,,1,1,no
American Airlines,3,H Garner,22nd September 2018,"✅ Trip Verified | Boston to Phoenix. Purchased first class but on return trip was re-booked for the following day in coach seats after 9 hours of delay and 2 times boarding and deplaning! The staff appeared to be uninformed by management about the true nature of the delays as the excuse given kept changing between maintenance issues and staffing problems. Nine hours in the airport with nothing more than water and chips or granola bars after the first deplaning. All the food service in the airport was closed by this time because it was late.The airline only refunded a fraction of what I have calculated to be fair (the difference between the first class seat purchased and the coach seat assigned). American booked passengers in hotels nearby but the dinner vouchers were worthless since it was 10:30 pm by the time we were re-ticketed and left the airport. I filed my first partial refund request through American Airlines website on August 21st--a month ago. The employee who initially responded has now ceased to follow up and no on else from Customer Relations has contacted me. Called the ""Refunds"" department and was told she can't help me. After I insisted on a phone number for ""Customer Relations"" she gave me a toll free number that was no longer working! Hard to believe that wasn't intentional. Why does this need to be under review so long before a determination is made? I was told it would take 2 full business days. Why do they make it impossible for customers to talk with someone? Disgusting level of customer service, if you can even call it that.",,Family Leisure,First Class,Boston to Phoenix,August 2018,2,4,2,1,1,1,no
American Airlines,1,Jordan Cart,22nd September 2018,"✅ Trip Verified | Milwaukee to Dallas. So I booked my flight months in advance to go visit my friend in Dallas. The flight was delayed. At first by thirty mins, then an hour, then two and a half hours. They said they couldn’t find the crew, or get hold of them. Ok seems weird but I’m sure it happens. Then, they cancel it all of a sudden because of the weather. Alright, that’s reasonable. I’d rather not die. So I wasn’t really losses off at this point. I figured these things happen and my time isn’t really any more valuable than everyone else’s so whatever I’ll deal with it. So I go to the bathroom and grab a snack, figuring I’ll wait for the line to die down before talking to the booking agents. Well big mistake. All of the AA agents are gone. No trace. Vanished. It’s honestly only 7:30pm at this point, not like it’s 2am or something. So ok, no big deal, figured I’d just call. Well I’ve been on hold with no answer for over an hour now. Went online to see what I could do, they chose a new flight for me. All of the other flights have one to three layovers. Great. No now I paid a bunch of money to be in Dallas for less than 24 hours. And I tried to file to receive a refund online. surprise! That page conveniently does not work. Honestly I’m not even mad my flight got canceled because that’s just life, but clearly their customer service is terrible. So not take AA, even it’s your cheapest option.",,Solo Leisure,Economy Class,Milwaukee to Dallas,September 2018,1,1,,,1,1,no
American Airlines,1,Ariana Burrell,21st September 2018,"✅ Trip Verified | Phoenix to Joplin via LAX / Dallas. American Airlines is the worst airline I have ever taken. First I try to book a one way ticket to Joplin, Mo but I guess you can’t do that because the airports are small, so they had my flight going to LAX airport and me staying there for 2 an a half hours, which then went to Dallas and me stay there for an hour and a half just to then be in Joplin at 10pm when the flight from Phx was at 6am. I get to the check in place and the lady that is checking my bags tells me she going to change my flight because they is a delay that I didn’t even know of, and she can make where I go to Dallas to then Joplin. So everything is going well until we are 10 mins from Dallas airport and I guess there was a storm and the Pilot didn’t feel like he could landed there so he flies to Love Field airport where at first it was because the weather but then the fuel part broke and had us sitting on the plane for 4 hours. They finally fix it and then we get to Dallas and wait an hour again on the plane because they didn’t have our gate ready. Everyone missed there flight and the workers were very rude. Everyone had to stay all night till the next day. But they booked my flight to Kansas City, Two hours away from Joplin, Mo. So I had to buy a rental car, thank god I had my credit card because they weren’t going to give me one, and I drive two hour to Joplin. But that’s not it they tell me my bag had to go to Joplin so to pick it up there so when I got there no bag. I then had to go out and buy clothes till a lady drive my bag to me from Kansas City! This was the worst trip ever I missed spending time with my family and had to spend a bunch of money that I wasn’t supposed to spend and they did nothing to help!",,Solo Leisure,Economy Class,Phoenix to Joplin via LAX / Dallas,September 2018,1,1,1,1,1,1,no
American Airlines,1,Marc Campbell,21st September 2018,✅ Trip Verified | San Antonio to Stillwater. Poor customer service. They do not care about customers. This is first time I have submitted a review but have wanted to before and just haven't. I usually don't complain but tried to rebook a fly got home so I could get home to see my family earlier and they wouldn't allow me even though they had 9+ seats empty on the plane. They said I could buy another ticket but wouldn't allow me to change flight. I'm sure they will screw up my later flight so I still won't make it home today like they have done before but certainly won't let me on earlier flight and would rather fly with empty seats.,,Business,Economy Class,San Antonio to Stillwater via Dallas Ft Worth,September 2018,1,1,1,1,1,1,no
American Airlines,1,Caleb Walker,20th September 2018,"✅ Trip Verified | Charlotte to Anchorage via Seattle. As many people know, American had some serious software blackout issues that delayed and cancelled an untold number of flights on June 17 - the day I happened to be flying. I had saved my airline miles to take a once-in-a-lifetime trip with my two young daughters. I spent 240,000 airline miles, only to have my flights delayed (and later found out they were cancelled). We had guided tours booked in Anchorage, and delays meant cancelled trip, lost money, no memories. We had been planning this trip for the last two years, so out of desperation, I stayed on the phone with American until I was able to book a flight out of Charlotte, a two hour drive away. We threw the luggage in the car and rushed to make it in time. We eventually made our final destination, but not with our luggage - it was lost. Without going into too many details, it was late at night the following day before I got my luggage, and only because I physically went back to the airport, demanded to look in their baggage claim, then demanded to do a physical search of the Alaskan Airlines baggage area. No one could find my bag in their computer, but I found it stuffed in the back of Alaska Airlines. If I had not taken all of these extreme measures our trip would be a total loss. The flight itself was ok. No food offered without extra fees. The flight attendants only came by once. The seats were very tight and uncomfortable. When I returned I filed a complaint with American, asking for at least some of my miles to be refunded. They offered a whopping 682 miles for my trouble. 682 miles out of 240,000!! I was appalled. I literally could not believe such a slap in the face. I appealed my complaint to corporate, and received a scripted answer letting me know that they stood by their decision and reassured me it was more than fair. Of course, they wanted to make sure I knew how much they hoped I would give them a second chance. Hmm, a second chance to do what exactly? After my time, my expense, my stress, my fight to drive to a far away airport, to go back to physically search and find my luggage that wasn't even tracked in their computer (it still said it was in Seattle waiting for another flight). I can't even book a flight from Greenville to Charlotte for less than 15,000 miles per person on their own website. We had three people, but they think 682 miles refunded was fair compensation. Shame on them. We have very different opinions regarding what is fair. I have been a loyal customer of American up until now. I cannot justify loyalty to an airline that responds so poorly.",,Family Leisure,Premium Economy,Charlotte to Anchorage via Seattle,June 2018,1,2,1,3,1,1,no
American Airlines,1,R Singh,20th September 2018,"✅ Trip Verified | The only thing the American Airlines has going for itself is its list of entertainment. May be they should be in the TV business. The only thing they do not have going is to fly passengers from one location to another. This is the second time I have missed an long international connecting flight due to unforgivable delays in take off. If you do not wish to fly your passengers then why operate an airline. I wouldn't have left this review if I had just one such incident to describe, unfortunately with American Airlines this is my 2nd time missing a connecting international flight. Will never fly this again in case of a tight schedule. However if I do not have anything to do in life and have a few extra days to spare I will consider flying American Airlines because I could waste away my time in the airport.",,Solo Leisure,Economy Class,Chicago to London Heathrow,September 2018,2,2,1,5,1,1,no
American Airlines,1,M Wightman,20th September 2018,"Not Verified | Avoid this airline. Quality is severely lacking in everything about this airline if anything goes wrong. What’s perhaps worse than this, however, is their disinterest in you as a customer. Once you are there if they screw up in any way whatsoever i.e. their ability to deal with problems that must naturally occur in running an airline, they will simply smile, say they’re sorry and continue to do nothing to help. On top of this, if you bring any of these issues to the attention of superiors via social media they are ignored or replied to with snarky comments and then deleted. My family and I won’t ever be flying with American Airlines again and I suggest you do the same.",,Couple Leisure,Economy Class,Wisconsin to Phoenix Sky Harbor,September 2018,1,1,1,1,1,1,no
American Airlines,1,C Burton,20th September 2018,"✅ Trip Verified | American Airlines from Honolulu to Minneapolis via Dallas. The flight in Dallas (7:30 am) was delayed due to technical problems by 20 mins (7:50 am), which quickly escalated to change in fight and gate. Also the departure time was delayed by another 30 mins (8:25 am). Everyone was visibly tired at this point, but we still made it. The departure was again delayed by another 20 mins (8:50 am) because, “the new flight needs cleaning”. The time shows 8:45 am and no sign of boarding. When asked, the reason was that, “some of the life vests are out of the packets, they are working on fixing that, that’s why there is a delay in boarding”. The reason I am writing this review is that this is not the first time this has happened with American Airlines. A similar delay of 4.5 hours happened on the same trip (from Phoenix this time to Honolulu). The flight was scheduled at 2 pm. We boarded the flight and was asked to disembark due to technical issues. Again the flight and gate was changed and we boarded after 4.5 hours at 6:30 pm. Seriously question the quality of flights and maintenance of American Airlines flights. They are responsible for around 80 people missing the first half of their work and livelihood.",,Couple Leisure,Economy Class,Dallas to Minneapolis,September 2018,1,1,1,1,1,1,no
American Airlines,1,Gideon Ansell,20th September 2018,"✅ Trip Verified | I was traveling with colleagues from Boston to NE Arkansas, via O'Hare. We were supposed to have a 1.5 hour layover. Our flight from Boston to Chicago was delayed by an hour due to weather. No problem, these things happen. Usually when flights are delayed by that much the airline makes a special attempt to help travelers who need to make connections. But as we approached landing in Chicago they made no mention of connecting flights. They did not ask if anyone needed to rush off the plane to make a flight. They did not announce whether there were gate changes for connecting flights. I was at the back of the plane. Others I were traveling with were further up front. They ran ahead to the gate, which was in another wing of the terminal, a 10 minute walk, 6 minute run. I followed as soon as I got off the plane. Of course the gate was changed but no one at the old gate, when I finally got there, knew where the new gate was, so that took 3 minutes to locate it. My traveling companions who got to the correct gate first told the gate attendants that I was right behind them. But still they closed the jetway door seconds before I arrived and refused to open it. They had nothing to say, just pointed me to the customer service desk. The flights themselves were fine, comfortable, but the lack of customer focus, common courtesy, and most importantly the lack of helpful service on the delayed flight is emblematic of a company that just doesn't care. No attempt was made to help avoid the problem to begin with by asking if anyone had to rush due to the delay. No calls were made to the connecting gate to tell them that passengers were on their way. No attempt was made to help at the gate. And no apology was given at the service desk. It was a full team effort across numerous American employees to demonstrate that they couldn't care less about me as a customer. Pathetic. Also, JetBlue and Virgin both have free Wifi. American, nope. Gotta pay Gogo for really lousy bandwidth.",,Business,Economy Class,Boston to North East Arkansas via Chicago,September 2018,4,4,,,1,1,no
American Airlines,7,T Carwen,18th September 2018,"✅ Trip Verified | Seoul to Dallas Fort Worth. Overall, a great experience with AA on a long haul flight, but some minor things could make it a little better. A few days prior to my flight, I attempted to upgrade my seat online. I work in IT so I know what I'm doing. The AA web-page kept asking me to update some details, which I did, but kept coming back and saying that they were not updated. As a result, I was unable to pay and do an upgrade. Tried this five times on different days, same result. Met a couple in Inchon who had exactly the same problem. Please fix your web-page! Despite explaining very slowly, AA staff at Inchon at check in did not upgrade me either, even though the seat was available. Fortunately, just prior to boarding, found a staff member who understood English properly, and she did my upgrade, thanks! The flight was great; fast, quiet, food and drinks were nice, and cabin crew were very polite and kind, but who on earth selected these ultra small seats? Difficult to eat your meal without knocking your neighbor with your elbows. Please, even take out just ONE row would make the whole thing 100% better. Feel sorry for the cabin crew, impossible to get past one of them in the aisle if the food trolleys are in use. Despite all of this, I'm going to give good marks due to the newness of the aircraft, and the professionalism of the cabin crew. Captain had a great sense of humor too. Will be happy to fly AA again.",Boeing 787,Solo Leisure,Economy Class,Seoul to Dallas Fort Worth,September 2018,3,5,5,5,2,5,yes
American Airlines,7,Jair Cameron,18th September 2018,✅ Trip Verified | Dallas to Amsterdam. The Flight was on time but I booked a ticket with code share flight with Finnair and I can`t reserve my seats and cannot check in online so the booking process was bad. The service on the airport and in the airplane was very good.,Boeing 777-200,Family Leisure,Economy Class,Dallas to Amsterdam,August 2018,4,4,3,5,5,3,yes
American Airlines,7,Emirhan Samanci,18th September 2018,"✅ Trip Verified | Chicago to Los Angeles. The seat was comfortable. The tray table was just disgusting. The cabin crew was unfriendly (Not all attendants). I bought a chicken wrap, it was okay. My IFE had a problem so it took a long time to fix it.",Boeing 737,Family Leisure,Economy Class,Chicago to Los Angeles,August 2018,4,2,3,3,4,4,yes
American Airlines,1,B Rievley,17th September 2018,✅ Trip Verified | Phoenix to Ontario. Worst flight I’ve ever taken. Would’ve rather flown southwest like i usually do. They over booked the flight and didn’t have room for my bag so they sent it on a flight 7 hours later. Only served water and juice not even club soda or any other kind of drink. The plane was so small it was just miserable. Wouldn’t fly American airlines again.,,Couple Leisure,Economy Class,Phoenix to Ontario,September 2018,2,3,1,1,1,1,no
American Airlines,1,Greg Richey,17th September 2018,"Not Verified | Boston to Philadelphia. It was incredibly difficult to book using points on American. They seem to really want to discourage use of points. It took and hour and three phone calls to book a simple one way domestic flight. The website is convoluted and very difficult to navigate. Then I was shocked to see a $75 redemption fee. For what, a lot of aggravation? There not making enough money? It's not much of a rewards program. Bring back US Airways",Embrear,Solo Leisure,Economy Class,Boston to Philadelphia,September 2018,1,3,2,3,3,1,no
American Airlines,2,H Wilson,17th September 2018,"✅ Trip Verified | I recently flew American Airlines for the first time on a trip to New York. My negative experience started right from the check in, where (with BA) I am used to dropping my bags, checking in and selecting my seat in less than 5 mins. In contrast, the check-in agents from American took 25 mins in total to override the computer to check my bags, and the same to select seats for my travel companion and myself. Obviously at LHR T3 I opted to use the Qantas, and Cathay First lounges - which are fantastic. Once onboard I started to really notice the difference in service and etiquette from other airlines. As being a top tier flyer and even when flying economy, on other OW carriers I am always greeted personally by a member of the crew, but on American I was completely ignored. Food and drink service was just average, I made the mistake in forgetting to order a special meal. I wouldn't bother trying to ask for another drink after service has finished. I politely waved at an attendant as she passed for the cabin and asked for another drink, and her response was very unenthusiastic. She returned 5 mins later and I thanked her, her response was shark ""OK"" and she disappeared. A seat mate pressed the call button as he needed water, and was scolded by one of the attendant, so for the rest of the flight I was too scared to ask for anything. In summary, the ground crew are grossly incapable and as for the onboard service. Well I think you would have a better experience on Ryanair.",Boeing 777,Solo Leisure,Economy Class,New York JFK to London Heathrow,September 2018,2,1,1,3,2,2,no
American Airlines,1,D Meacher,16th September 2018,"✅ Trip Verified | Dallas Ft Worth to Los Angeles. Got delayed 2 hours in VPS destin airport because American Airlines flight wasn’t there on time. Then we fly into Dallas and missed our direct flight to Tokyo. So we were rerouted and waited 12 hours at the Dallas airport. Finally boarded for our flight to LA then Taiwan reroute to Tokyo. So when we got on the plane from Dallas to LA, the airplanes starts smelling like burnt plastic. The power goes out and then we are asked to deplane. The the fire alarm goes off at the gate. So we deplane and are rerouted to another terminal. By this time we’ve waited all day and it’s approaching midnight. (We got into Dallas at 1230pm) not one to complain, but at this point we’re ready to bunk down. But the airline thought it was best to give us a $12 meal voucher and call it good. And customer service was short. So won’t be flying with this airline anymore.",,Business,Economy Class,Dallas Ft Worth to Los Angeles,September 2018,1,1,1,1,1,1,no
American Airlines,1,P Meares,16th September 2018,"✅ Trip Verified | Dallas/Fort Worth to Detroit. They made me check my bag after I put it in the box that measures if it will fit in the overhead bin. It was snug, but fit just fine. There were people upfront and behind me with bigger bags. They all got to bring there bag on the plane. It's like she was picking on me. I don't know what I did to make her call me out. I was just going thru the line with a smile. And, she wasn't even nice about it. It was obviously personal, but I have no clue what made her want to pick on me.",,Business,Economy Class,Dallas/Fort Worth to Detroit,September 2018,1,1,,1,1,1,no
American Airlines,1,Liz Cory,16th September 2018,"Not Verified | Worst experience ever. Still trying to make the 48 minute flight home. This is 13 hours after our scheduled flight. DFW to Tulsa - maintenance light, pilots ran out of time, deboarded, 2 hours, reboarded, maintenance light again, deboarded, sent to seedy hotel for 1.5 hours, back at 5 am for 7am flight. New rescheduled flight: Sitting on the plane for the last 20 minutes, guess what - maintenance! They are trying to decide what to do. I am going to rent a car. Seriously. Get better systems in place.",,Business,Business Class,Dallas Ft Worth to Tulsa,September 2018,1,1,1,1,1,1,no
